"RecordNumber","Author","Coding","Theory","Year"
1440,"Koo, M., Lu, M. C. and Lin, S. C.","S/Financial-Income","NA",2016
1507,"Wei, M. H.","Self-Efficacy","Social cognitive theory",2016
1507,"Wei, M. H.","S/Age","Social cognitive theory",2016
1507,"Wei, M. H.","S/Education","Social cognitive theory",2016
1507,"Wei, M. H.","S/Gender","Social cognitive theory",2016
1507,"Wei, M. H.","S/Health/Health Literacy","Social cognitive theory",2016
1531,"Finney Rutten, L. J., Agunwamba, A. A., Wilson, P., Chawla, N., Vieux, S., Blanch-Hartigan, D., Arora, N. K., Blake, K. and Hesse, B. W.","Health Cond","NA",2016
1531,"Finney Rutten, L. J., Agunwamba, A. A., Wilson, P., Chawla, N., Vieux, S., Blanch-Hartigan, D., Arora, N. K., Blake, K. and Hesse, B. W.","Health Cond/Duration","NA",2016
1531,"Finney Rutten, L. J., Agunwamba, A. A., Wilson, P., Chawla, N., Vieux, S., Blanch-Hartigan, D., Arora, N. K., Blake, K. and Hesse, B. W.","S/Age","NA",2016
1531,"Finney Rutten, L. J., Agunwamba, A. A., Wilson, P., Chawla, N., Vieux, S., Blanch-Hartigan, D., Arora, N. K., Blake, K. and Hesse, B. W.","S/Education","NA",2016
1531,"Finney Rutten, L. J., Agunwamba, A. A., Wilson, P., Chawla, N., Vieux, S., Blanch-Hartigan, D., Arora, N. K., Blake, K. and Hesse, B. W.","S/Race or Ethnicity","NA",2016
1531,"Finney Rutten, L. J., Agunwamba, A. A., Wilson, P., Chawla, N., Vieux, S., Blanch-Hartigan, D., Arora, N. K., Blake, K. and Hesse, B. W.","S/Financial-Income","NA",2016
1533,"Suri, V. R., Majid, S., Chang, Y. K. and Foo, S.","S/Gender","NA",2016
1533,"Suri, V. R., Majid, S., Chang, Y. K. and Foo, S.","S/Race or Ethnicity","NA",2016
1533,"Suri, V. R., Majid, S., Chang, Y. K. and Foo, S.","Health Cond","NA",2016
1533,"Suri, V. R., Majid, S., Chang, Y. K. and Foo, S.","S/Health/Health Literacy","NA",2016
1533,"Suri, V. R., Majid, S., Chang, Y. K. and Foo, S.","Internal locus of control","NA",2016
1533,"Suri, V. R., Majid, S., Chang, Y. K. and Foo, S.","S/Education","NA",2016
1533,"Suri, V. R., Majid, S., Chang, Y. K. and Foo, S.","Health Status","NA",2016
1568,"Jain, P. and Ellithorpe, M. E.","Attitude","Terror Management Theory (TMT)",2016
1627,"Faith, J., Thorburn, S. and Smit, E.","Health Status","Uses and Gratifications Theory (UGT)",2016
1627,"Faith, J., Thorburn, S. and Smit, E.","S/Age","Uses and Gratifications Theory (UGT)",2016
1627,"Faith, J., Thorburn, S. and Smit, E.","S/Education","Uses and Gratifications Theory (UGT)",2016
1627,"Faith, J., Thorburn, S. and Smit, E.","S/Race or Ethnicity","Uses and Gratifications Theory (UGT)",2016
1660,"Reifegerste, D. and Hartleib, S.","Health Cond/Experience","NA",2016
1660,"Reifegerste, D. and Hartleib, S.","Info/Health/Info Seeking","NA",2016
1660,"Reifegerste, D. and Hartleib, S.","S/Age","NA",2016
1660,"Reifegerste, D. and Hartleib, S.","S/Education","NA",2016
1660,"Reifegerste, D. and Hartleib, S.","S/Health/Health Literacy","NA",2016
1678,"Islam, N. S., Patel, S., Wyatt, L. C., Sim, S. C., Mukherjee-Ratnam, R., Chun, K., Desai, B., Tandon, S. D., Trinh-Shevrin, C., Pollack, H. and Kwon, S. C.","S/Financial-Health Insurance","Channel Complementarity Theory",2016
1678,"Islam, N. S., Patel, S., Wyatt, L. C., Sim, S. C., Mukherjee-Ratnam, R., Chun, K., Desai, B., Tandon, S. D., Trinh-Shevrin, C., Pollack, H. and Kwon, S. C.","Health Status","Channel Complementarity Theory",2016
1678,"Islam, N. S., Patel, S., Wyatt, L. C., Sim, S. C., Mukherjee-Ratnam, R., Chun, K., Desai, B., Tandon, S. D., Trinh-Shevrin, C., Pollack, H. and Kwon, S. C.","S/Age","Channel Complementarity Theory",2016
1678,"Islam, N. S., Patel, S., Wyatt, L. C., Sim, S. C., Mukherjee-Ratnam, R., Chun, K., Desai, B., Tandon, S. D., Trinh-Shevrin, C., Pollack, H. and Kwon, S. C.","S/Education","Channel Complementarity Theory",2016
1678,"Islam, N. S., Patel, S., Wyatt, L. C., Sim, S. C., Mukherjee-Ratnam, R., Chun, K., Desai, B., Tandon, S. D., Trinh-Shevrin, C., Pollack, H. and Kwon, S. C.","S/Household","Channel Complementarity Theory",2016
1678,"Islam, N. S., Patel, S., Wyatt, L. C., Sim, S. C., Mukherjee-Ratnam, R., Chun, K., Desai, B., Tandon, S. D., Trinh-Shevrin, C., Pollack, H. and Kwon, S. C.","S/Gender","Channel Complementarity Theory",2016
1678,"Islam, N. S., Patel, S., Wyatt, L. C., Sim, S. C., Mukherjee-Ratnam, R., Chun, K., Desai, B., Tandon, S. D., Trinh-Shevrin, C., Pollack, H. and Kwon, S. C.","S/Language","Channel Complementarity Theory",2016
1678,"Islam, N. S., Patel, S., Wyatt, L. C., Sim, S. C., Mukherjee-Ratnam, R., Chun, K., Desai, B., Tandon, S. D., Trinh-Shevrin, C., Pollack, H. and Kwon, S. C.","S/Location","Channel Complementarity Theory",2016
1678,"Islam, N. S., Patel, S., Wyatt, L. C., Sim, S. C., Mukherjee-Ratnam, R., Chun, K., Desai, B., Tandon, S. D., Trinh-Shevrin, C., Pollack, H. and Kwon, S. C.","S/Financial-Income","Channel Complementarity Theory",2016
1684,"Wartella, E., Rideout, V., Montague, H., Beaudoin-Ryan, L. and Lauricella, A.","Health Behav","NA",2016
1684,"Wartella, E., Rideout, V., Montague, H., Beaudoin-Ryan, L. and Lauricella, A.","Health Cond","NA",2016
1684,"Wartella, E., Rideout, V., Montague, H., Beaudoin-Ryan, L. and Lauricella, A.","Health Status","NA",2016
1684,"Wartella, E., Rideout, V., Montague, H., Beaudoin-Ryan, L. and Lauricella, A.","S/Age","NA",2016
1684,"Wartella, E., Rideout, V., Montague, H., Beaudoin-Ryan, L. and Lauricella, A.","S/Gender","NA",2016
1684,"Wartella, E., Rideout, V., Montague, H., Beaudoin-Ryan, L. and Lauricella, A.","S/Race or Ethnicity","NA",2016
1684,"Wartella, E., Rideout, V., Montague, H., Beaudoin-Ryan, L. and Lauricella, A.","S/Financial-Income","NA",2016
1728,"Nölke, L., Mensing, M., Krämer, A. and Hornberg, C.","Health Cond","NA",2015
1728,"Nölke, L., Mensing, M., Krämer, A. and Hornberg, C.","S/Age","NA",2015
1728,"Nölke, L., Mensing, M., Krämer, A. and Hornberg, C.","S/Household","NA",2015
1728,"Nölke, L., Mensing, M., Krämer, A. and Hornberg, C.","S/Gender","NA",2015
1728,"Nölke, L., Mensing, M., Krämer, A. and Hornberg, C.","S/Location","NA",2015
1728,"Nölke, L., Mensing, M., Krämer, A. and Hornberg, C.","S/Other","NA",2015
1728,"Nölke, L., Mensing, M., Krämer, A. and Hornberg, C.","S/Race or Ethnicity","NA",2015
1728,"Nölke, L., Mensing, M., Krämer, A. and Hornberg, C.","Healthcare/Experience","NA",2015
1735,"Kamimura, A., Ashby, J., Jess, A., Trinh, H. N., Nourian, M. M., Finlayson, S. Y., Prudencio, L. and Reel, J. J.","S/Age","NA",2015
1735,"Kamimura, A., Ashby, J., Jess, A., Trinh, H. N., Nourian, M. M., Finlayson, S. Y., Prudencio, L. and Reel, J. J.","S/Education","NA",2015
1735,"Kamimura, A., Ashby, J., Jess, A., Trinh, H. N., Nourian, M. M., Finlayson, S. Y., Prudencio, L. and Reel, J. J.","S/Location","NA",2015
1735,"Kamimura, A., Ashby, J., Jess, A., Trinh, H. N., Nourian, M. M., Finlayson, S. Y., Prudencio, L. and Reel, J. J.","S/Race or Ethnicity","NA",2015
1735,"Kamimura, A., Ashby, J., Jess, A., Trinh, H. N., Nourian, M. M., Finlayson, S. Y., Prudencio, L. and Reel, J. J.","S/Society/Engagement","NA",2015
1785,"Beekers, N., Husson, O., Mols, F., Van Eenbergen, M. and Van De Poll-Franse, L. V.","Attitude/Concern","EORTC QLQ-INFO25;Hospital Anxiety and Depression Scale (HADS)",2015
1785,"Beekers, N., Husson, O., Mols, F., Van Eenbergen, M. and Van De Poll-Franse, L. V.","Health Cond","EORTC QLQ-INFO25;Hospital Anxiety and Depression Scale (HADS)",2015
1785,"Beekers, N., Husson, O., Mols, F., Van Eenbergen, M. and Van De Poll-Franse, L. V.","Health Cond/Duration","EORTC QLQ-INFO25;Hospital Anxiety and Depression Scale (HADS)",2015
1785,"Beekers, N., Husson, O., Mols, F., Van Eenbergen, M. and Van De Poll-Franse, L. V.","S/Age","EORTC QLQ-INFO25;Hospital Anxiety and Depression Scale (HADS)",2015
1785,"Beekers, N., Husson, O., Mols, F., Van Eenbergen, M. and Van De Poll-Franse, L. V.","S/Education","EORTC QLQ-INFO25;Hospital Anxiety and Depression Scale (HADS)",2015
1785,"Beekers, N., Husson, O., Mols, F., Van Eenbergen, M. and Van De Poll-Franse, L. V.","S/Household","EORTC QLQ-INFO25;Hospital Anxiety and Depression Scale (HADS)",2015
1785,"Beekers, N., Husson, O., Mols, F., Van Eenbergen, M. and Van De Poll-Franse, L. V.","S/Gender","EORTC QLQ-INFO25;Hospital Anxiety and Depression Scale (HADS)",2015
1813,"Tan, A. S. L., Nagler, R. H., Hornik, R. C. and DeMichele, A.","Health Cond","NA",2015
1813,"Tan, A. S. L., Nagler, R. H., Hornik, R. C. and DeMichele, A.","Health Cond/Duration","NA",2015
1813,"Tan, A. S. L., Nagler, R. H., Hornik, R. C. and DeMichele, A.","S/Age","NA",2015
1813,"Tan, A. S. L., Nagler, R. H., Hornik, R. C. and DeMichele, A.","S/Education","NA",2015
1813,"Tan, A. S. L., Nagler, R. H., Hornik, R. C. and DeMichele, A.","S/Household","NA",2015
1813,"Tan, A. S. L., Nagler, R. H., Hornik, R. C. and DeMichele, A.","S/Race or Ethnicity","NA",2015
1813,"Tan, A. S. L., Nagler, R. H., Hornik, R. C. and DeMichele, A.","Healthcare/Experience","NA",2015
1828,"Nelissen, S., Beullens, K., Lemal, M. and Van den Bulck, J.","Health Cond/Beliefs","Miller’s Psychological Coping Styles;Extended Parallel Process Model;Leuven Cancer Information Survey (L-CIS)",2015
1828,"Nelissen, S., Beullens, K., Lemal, M. and Van den Bulck, J.","Health Cond/Experience","Miller’s Psychological Coping Styles;Extended Parallel Process Model;Leuven Cancer Information Survey (L-CIS)",2015
1828,"Nelissen, S., Beullens, K., Lemal, M. and Van den Bulck, J.","Health Cond/Family","Miller’s Psychological Coping Styles;Extended Parallel Process Model;Leuven Cancer Information Survey (L-CIS)",2015
1828,"Nelissen, S., Beullens, K., Lemal, M. and Van den Bulck, J.","Health Status","Miller’s Psychological Coping Styles;Extended Parallel Process Model;Leuven Cancer Information Survey (L-CIS)",2015
1828,"Nelissen, S., Beullens, K., Lemal, M. and Van den Bulck, J.","S/Age","Miller’s Psychological Coping Styles;Extended Parallel Process Model;Leuven Cancer Information Survey (L-CIS)",2015
1828,"Nelissen, S., Beullens, K., Lemal, M. and Van den Bulck, J.","S/Gender","Miller’s Psychological Coping Styles;Extended Parallel Process Model;Leuven Cancer Information Survey (L-CIS)",2015
1828,"Nelissen, S., Beullens, K., Lemal, M. and Van den Bulck, J.","S/Financial-Income","Miller’s Psychological Coping Styles;Extended Parallel Process Model;Leuven Cancer Information Survey (L-CIS)",2015
1846,"Kim, Y. M.","Environ/Network/Internet","NA",2015
1846,"Kim, Y. M.","Info/Health/Info Seeking","NA",2015
1846,"Kim, Y. M.","Info/Non-healthcare/Info Seeking","NA",2015
1848,"Walsh, A. M., Hamilton, K., White, K. M. and Hyde, M. K.","Attitude","Theory of Planned Behavior (TPB)",2015
1848,"Walsh, A. M., Hamilton, K., White, K. M. and Hyde, M. K.","Self-Efficacy/Perceived Behavioral Control","Theory of Planned Behavior (TPB)",2015
1848,"Walsh, A. M., Hamilton, K., White, K. M. and Hyde, M. K.","Behav/Intention","Theory of Planned Behavior (TPB)",2015
1848,"Walsh, A. M., Hamilton, K., White, K. M. and Hyde, M. K.","Health/Risk/Beliefs","Theory of Planned Behavior (TPB)",2015
1848,"Walsh, A. M., Hamilton, K., White, K. M. and Hyde, M. K.","Society/Subjective Norms","Theory of Planned Behavior (TPB)",2015
1905,"Jung, M.","Health Cond","NA",2015
1905,"Jung, M.","Healthcare/Experience","NA",2015
1905,"Jung, M.","Non-healthcare/Type","NA",2015
1905,"Jung, M.","S/Financial-Income","NA",2015
1907,"Hirvonen, N., Pyky, R., Korpelainen, R. and Huotari, M. L.","Attitude","Transtheoretical Model",2015
1907,"Hirvonen, N., Pyky, R., Korpelainen, R. and Huotari, M. L.","S/Health/Health Literacy","Transtheoretical Model",2015
1912,"Kim, S.","Health Cond","Comprehensive Model of Information Seeking (CMIS)",2015
1912,"Kim, S.","Health Cond/Treatment","Comprehensive Model of Information Seeking (CMIS)",2015
1912,"Kim, S.","S/Carer","Comprehensive Model of Information Seeking (CMIS)",2015
1912,"Kim, S.","Healthcare/Experience","Comprehensive Model of Information Seeking (CMIS)",2015
1912,"Kim, S.","Internet/Access","Comprehensive Model of Information Seeking (CMIS)",2015
1912,"Kim, S.","Non-healthcare/Type","Comprehensive Model of Information Seeking (CMIS)",2015
1933,"Zhao, X., Mao, Q., Kreps, G. L., Yu, G., Li, Y., Chou, S. W. Y., Perkosie, A., Nie, X., Xu, Z., Song, M. and Kim, P.","Health Behav","Behavioral Model of Health Services Use",2015
1933,"Zhao, X., Mao, Q., Kreps, G. L., Yu, G., Li, Y., Chou, S. W. Y., Perkosie, A., Nie, X., Xu, Z., Song, M. and Kim, P.","Health Cond","Behavioral Model of Health Services Use",2015
1933,"Zhao, X., Mao, Q., Kreps, G. L., Yu, G., Li, Y., Chou, S. W. Y., Perkosie, A., Nie, X., Xu, Z., Song, M. and Kim, P.","Health Cond/Beliefs","Behavioral Model of Health Services Use",2015
1933,"Zhao, X., Mao, Q., Kreps, G. L., Yu, G., Li, Y., Chou, S. W. Y., Perkosie, A., Nie, X., Xu, Z., Song, M. and Kim, P.","Health Cond/Family","Behavioral Model of Health Services Use",2015
1933,"Zhao, X., Mao, Q., Kreps, G. L., Yu, G., Li, Y., Chou, S. W. Y., Perkosie, A., Nie, X., Xu, Z., Song, M. and Kim, P.","Health Cond/Knowledge","Behavioral Model of Health Services Use",2015
1933,"Zhao, X., Mao, Q., Kreps, G. L., Yu, G., Li, Y., Chou, S. W. Y., Perkosie, A., Nie, X., Xu, Z., Song, M. and Kim, P.","Health Status","Behavioral Model of Health Services Use",2015
1933,"Zhao, X., Mao, Q., Kreps, G. L., Yu, G., Li, Y., Chou, S. W. Y., Perkosie, A., Nie, X., Xu, Z., Song, M. and Kim, P.","Info/Info Needs","Behavioral Model of Health Services Use",2015
1933,"Zhao, X., Mao, Q., Kreps, G. L., Yu, G., Li, Y., Chou, S. W. Y., Perkosie, A., Nie, X., Xu, Z., Song, M. and Kim, P.","S/Education","Behavioral Model of Health Services Use",2015
1933,"Zhao, X., Mao, Q., Kreps, G. L., Yu, G., Li, Y., Chou, S. W. Y., Perkosie, A., Nie, X., Xu, Z., Song, M. and Kim, P.","S/Household","Behavioral Model of Health Services Use",2015
1933,"Zhao, X., Mao, Q., Kreps, G. L., Yu, G., Li, Y., Chou, S. W. Y., Perkosie, A., Nie, X., Xu, Z., Song, M. and Kim, P.","S/Location","Behavioral Model of Health Services Use",2015
1933,"Zhao, X., Mao, Q., Kreps, G. L., Yu, G., Li, Y., Chou, S. W. Y., Perkosie, A., Nie, X., Xu, Z., Song, M. and Kim, P.","Non-healthcare/Attitude/Trust","Behavioral Model of Health Services Use",2015
1933,"Zhao, X., Mao, Q., Kreps, G. L., Yu, G., Li, Y., Chou, S. W. Y., Perkosie, A., Nie, X., Xu, Z., Song, M. and Kim, P.","S/Financial-Income","Behavioral Model of Health Services Use",2015
1935,"Feng, Y. and Xie, W.","Environ/Network/Internet","NA",2015
1935,"Feng, Y. and Xie, W.","Health Cond","NA",2015
1935,"Feng, Y. and Xie, W.","S/Education","NA",2015
1935,"Feng, Y. and Xie, W.","S/Gender","NA",2015
1935,"Feng, Y. and Xie, W.","S/Race or Ethnicity","NA",2015
1935,"Feng, Y. and Xie, W.","S/Financial-Income","NA",2015
2007,"Delgado, C. K., Gazzotti, M. R., Santoro, I. L., Carvalho, A. K., Jardim, J. R. and Nascimento, O. A.","Internet/Access","NA",2015
2048,"Macdowall, W., Jones, K. G., Tanton, C., Clifton, S., Copas, A. J., Mercer, C. H., Palmer, M. J., Lewis, R., Datta, J., Mitchell, K. R., Field, N., Sonnenberg, P., Johnson, A. M. and Wellings, K.","S/Financial-Capital","NA",2015
2099,"Guillory, J., Niederdeppe, J., Kim, H., Pollak, J. P., Graham, M., Olson, C. and Gay, G.","S/Education","NA",2014
2099,"Guillory, J., Niederdeppe, J., Kim, H., Pollak, J. P., Graham, M., Olson, C. and Gay, G.","S/Household","NA",2014
2099,"Guillory, J., Niederdeppe, J., Kim, H., Pollak, J. P., Graham, M., Olson, C. and Gay, G.","S/Race or Ethnicity","NA",2014
2099,"Guillory, J., Niederdeppe, J., Kim, H., Pollak, J. P., Graham, M., Olson, C. and Gay, G.","S/Society/Engagement","NA",2014
2099,"Guillory, J., Niederdeppe, J., Kim, H., Pollak, J. P., Graham, M., Olson, C. and Gay, G.","Internet/Access","NA",2014
2131,"Volkman, J. E., Luger, T. M., Harvey, K. L. L., Hogan, T. P., Shimada, S. L., Amante, D., McInnes, D. K., Feng, H. and Houston, T. K.","Health Cond","NA",2014
2131,"Volkman, J. E., Luger, T. M., Harvey, K. L. L., Hogan, T. P., Shimada, S. L., Amante, D., McInnes, D. K., Feng, H. and Houston, T. K.","Health Status","NA",2014
2131,"Volkman, J. E., Luger, T. M., Harvey, K. L. L., Hogan, T. P., Shimada, S. L., Amante, D., McInnes, D. K., Feng, H. and Houston, T. K.","S/Age","NA",2014
2131,"Volkman, J. E., Luger, T. M., Harvey, K. L. L., Hogan, T. P., Shimada, S. L., Amante, D., McInnes, D. K., Feng, H. and Houston, T. K.","S/Education","NA",2014
2131,"Volkman, J. E., Luger, T. M., Harvey, K. L. L., Hogan, T. P., Shimada, S. L., Amante, D., McInnes, D. K., Feng, H. and Houston, T. K.","S/Other","NA",2014
2131,"Volkman, J. E., Luger, T. M., Harvey, K. L. L., Hogan, T. P., Shimada, S. L., Amante, D., McInnes, D. K., Feng, H. and Houston, T. K.","S/Race or Ethnicity","NA",2014
2131,"Volkman, J. E., Luger, T. M., Harvey, K. L. L., Hogan, T. P., Shimada, S. L., Amante, D., McInnes, D. K., Feng, H. and Houston, T. K.","S/Financial-Income","NA",2014
2149,"Chang, S. J. and Im, E. O.","Attitude/Concern","The Technology Acceptance Model (TAM) Model 3",2014
2149,"Chang, S. J. and Im, E. O.","Self-Efficacy","The Technology Acceptance Model (TAM) Model 3",2014
2149,"Chang, S. J. and Im, E. O.","Behav/Intention","The Technology Acceptance Model (TAM) Model 3",2014
2149,"Chang, S. J. and Im, E. O.","Health/Beliefs","The Technology Acceptance Model (TAM) Model 3",2014
2149,"Chang, S. J. and Im, E. O.","Info/Attitude/Trust","The Technology Acceptance Model (TAM) Model 3",2014
2149,"Chang, S. J. and Im, E. O.","Source/Beliefs","The Technology Acceptance Model (TAM) Model 3",2014
2149,"Chang, S. J. and Im, E. O.","Internet/Beliefs","The Technology Acceptance Model (TAM) Model 3",2014
2149,"Chang, S. J. and Im, E. O.","Internet/Experience","The Technology Acceptance Model (TAM) Model 3",2014
2178,"Xiao, N., Sharman, R., Rao, H. R. and Upadhyaya, S.","S/Financial-Health Insurance","Risk Information Seeking and Processing (RISP);theory of information foraging",2014
2178,"Xiao, N., Sharman, R., Rao, H. R. and Upadhyaya, S.","Health Cond","Risk Information Seeking and Processing (RISP);theory of information foraging",2014
2178,"Xiao, N., Sharman, R., Rao, H. R. and Upadhyaya, S.","Health Status","Risk Information Seeking and Processing (RISP);theory of information foraging",2014
